id,username,filename,algorithm,size_kb,latency_ms,packets_lost,real_latency_ms,data_type,clumsy_lag_ms,clumsy_drop_pct
23,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,95.92,Text_IoT,0.0,0.0
24,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,116.66,Text_IoT,0.0,0.0
25,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.55,0,96.96,Text_IoT,0.0,0.0
26,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,111.36,Text_IoT,0.0,0.0
27,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,112.09,Text_IoT,0.0,0.0
28,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,90.3,Text_IoT,0.0,0.0
29,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,151.39,Text_IoT,0.0,0.0
30,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,117.11,Text_IoT,0.0,0.0
31,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.55,0,117.88,Text_IoT,0.0,0.0
32,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,103.84,Text_IoT,0.0,0.0
33,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,101.31,Text_IoT,0.0,0.0
34,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,86.32,Text_IoT,0.0,0.0
35,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,83.53,Text_IoT,0.0,0.0
36,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,92.18,Text_IoT,0.0,0.0
37,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.54,0,87.43,Text_IoT,0.0,0.0
38,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.56,0,110.44,Text_IoT,0.0,0.0
39,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.55,0,118.16,Text_IoT,0.0,0.0
40,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.08,19.62,0,112.48,Text_IoT,0.0,0.0
41,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,86.09,Text_IoT,0.0,0.0
42,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,102.1,Text_IoT,0.0,0.0
43,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,101.14,Text_IoT,0.0,0.0
44,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.56,0,78.07,Text_IoT,0.0,0.0
45,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.58,1,104.63,Text_IoT,0.0,0.0
46,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.54,0,117.51,Text_IoT,0.0,0.0
47,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.58,0,107.77,Text_IoT,0.0,0.0
48,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,82.33,Text_IoT,0.0,0.0
49,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,100.04,Text_IoT,0.0,0.0
50,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,99.27,Text_IoT,0.0,0.0
51,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,94.09,Text_IoT,0.0,0.0
52,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,107.57,Text_IoT,0.0,0.0
53,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.55,0,89.56,Text_IoT,0.0,0.0
54,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,106.21,Text_IoT,0.0,0.0
55,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,86.15,Text_IoT,0.0,0.0
56,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.55,0,100.08,Text_IoT,0.0,0.0
57,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.54,0,101.55,Text_IoT,0.0,0.0
58,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,90.95,Text_IoT,0.0,0.0
59,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,110.4,Text_IoT,0.0,0.0
60,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,108.84,Text_IoT,0.0,0.0
61,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,109.79,Text_IoT,0.0,0.0
62,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,80.35,Text_IoT,0.0,0.0
63,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,104.79,Text_IoT,0.0,0.0
64,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,136.13,Text_IoT,0.0,0.0
65,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,80.68,Text_IoT,0.0,0.0
66,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,104.84,Text_IoT,0.0,0.0
67,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,98.64,Text_IoT,0.0,0.0
68,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.56,0,121.07,Text_IoT,0.0,0.0
69,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,100.66,Text_IoT,0.0,0.0
70,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,117.21,Text_IoT,0.0,0.0
71,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.09,19.63,0,110.62,Text_IoT,0.0,0.0
72,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,73.85,Text_IoT,0.0,0.0
73,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,85.34,Text_IoT,0.0,0.0
74,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.07,19.6,0,91.56,Text_IoT,0.0,0.0
75,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.07,19.6,0,82.55,Text_IoT,0.0,0.0
76,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,87.41,Text_IoT,0.0,0.0
77,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,114.27,Text_IoT,0.0,0.0
78,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,100.35,Text_IoT,0.0,0.0
79,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.54,0,95.31,Text_IoT,0.0,0.0
80,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,96.93,Text_IoT,0.0,0.0
81,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.07,19.6,0,78.06,Text_IoT,0.0,0.0
82,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,110.57,Text_IoT,0.0,0.0
83,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.56,0,79.07,Text_IoT,0.0,0.0
84,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,114.44,Text_IoT,0.0,0.0
85,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.56,0,101.3,Text_IoT,0.0,0.0
86,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,99.35,Text_IoT,0.0,0.0
87,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,110.55,Text_IoT,0.0,0.0
88,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,107.13,Text_IoT,0.0,0.0
89,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.52,0,111.04,Text_IoT,0.0,0.0
90,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,74.86,Text_IoT,0.0,0.0
91,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,98.84,Text_IoT,0.0,0.0
92,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.01,19.52,0,135.48,Text_IoT,0.0,0.0
93,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,75.25,Text_IoT,0.0,0.0
94,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.09,19.63,0,112.65,Text_IoT,0.0,0.0
95,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,109.71,Text_IoT,0.0,0.0
96,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,85.69,Text_IoT,0.0,0.0
97,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,85.1,Text_IoT,0.0,0.0
98,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.06,19.59,1,101.92,Text_IoT,0.0,0.0
99,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.55,0,130.81,Text_IoT,0.0,0.0
100,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,90.05,Text_IoT,0.0,0.0
101,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,114.42,Text_IoT,0.0,0.0
102,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,108.1,Text_IoT,0.0,0.0
103,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,79.74,Text_IoT,0.0,0.0
104,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,110.39,Text_IoT,0.0,0.0
105,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.56,0,118.95,Text_IoT,0.0,0.0
106,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,117.84,Text_IoT,0.0,0.0
107,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,141.09,Text_IoT,0.0,0.0
108,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,115.52,Text_IoT,0.0,0.0
109,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,103.83,Text_IoT,0.0,0.0
110,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,94.54,Text_IoT,0.0,0.0
111,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.54,0,118.48,Text_IoT,0.0,0.0
112,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,110.28,Text_IoT,0.0,0.0
113,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,226.45,Text_IoT,0.0,0.0
114,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,103.29,Text_IoT,0.0,0.0
115,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.52,0,80.84,Text_IoT,0.0,0.0
116,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,86.1,Text_IoT,0.0,0.0
117,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,100.72,Text_IoT,0.0,0.0
118,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,96.18,Text_IoT,0.0,0.0
119,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,147.81,Text_IoT,0.0,0.0
120,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,119.87,Text_IoT,0.0,0.0
121,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,1,118.82,Text_IoT,0.0,0.0
122,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,96.62,Text_IoT,0.0,0.0
123,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,113.95,Text_IoT,0.0,0.0
124,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,104.7,Text_IoT,0.0,0.0
125,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.55,0,109.51,Text_IoT,0.0,0.0
126,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.0,19.51,0,104.31,Text_IoT,0.0,0.0
127,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.58,0,105.62,Text_IoT,0.0,0.0
128,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,110.06,Text_IoT,0.0,0.0
129,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,95.69,Text_IoT,0.0,0.0
130,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,115.59,Text_IoT,0.0,0.0
131,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,96.77,Text_IoT,0.0,0.0
132,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,106.05,Text_IoT,0.0,0.0
133,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,85.06,Text_IoT,0.0,0.0
134,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,106.32,Text_IoT,0.0,0.0
135,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.54,0,99.26,Text_IoT,0.0,0.0
136,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,71.84,Text_IoT,0.0,0.0
137,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.06,19.59,0,100.6,Text_IoT,0.0,0.0
138,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,2.98,19.46,0,107.3,Text_IoT,0.0,0.0
139,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,102.6,Text_IoT,0.0,0.0
140,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.07,19.6,0,90.59,Text_IoT,0.0,0.0
141,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.01,19.51,0,102.63,Text_IoT,0.0,0.0
142,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,92.3,Text_IoT,0.0,0.0
143,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.07,19.6,0,85.71,Text_IoT,0.0,0.0
144,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.08,19.62,0,94.3,Text_IoT,0.0,0.0
145,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,99.99,Text_IoT,0.0,0.0
146,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,97.77,Text_IoT,0.0,0.0
147,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,90.03,Text_IoT,0.0,0.0
148,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,106.56,Text_IoT,0.0,0.0
149,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,96.04,Text_IoT,0.0,0.0
150,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,80.0,Text_IoT,0.0,0.0
151,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,99.95,Text_IoT,0.0,0.0
152,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.54,1,108.76,Text_IoT,0.0,0.0
153,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,135.7,Text_IoT,0.0,0.0
154,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.54,0,79.66,Text_IoT,0.0,0.0
155,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,86.51,Text_IoT,0.0,0.0
156,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,156.19,Text_IoT,0.0,0.0
157,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.55,0,117.14,Text_IoT,0.0,0.0
158,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,115.36,Text_IoT,0.0,0.0
159,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,119.03,Text_IoT,0.0,0.0
160,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,110.23,Text_IoT,0.0,0.0
161,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.52,0,118.41,Text_IoT,0.0,0.0
162,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.01,19.51,0,91.8,Text_IoT,0.0,0.0
163,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,85.32,Text_IoT,0.0,0.0
164,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.06,19.59,0,116.89,Text_IoT,0.0,0.0
165,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.53,0,102.54,Text_IoT,0.0,0.0
166,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,109.47,Text_IoT,0.0,0.0
167,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,105.61,Text_IoT,0.0,0.0
168,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.54,1,114.12,Text_IoT,0.0,0.0
169,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,80.35,Text_IoT,0.0,0.0
170,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,99.96,Text_IoT,0.0,0.0
171,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,113.38,Text_IoT,0.0,0.0
172,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.58,0,230.11,Text_IoT,0.0,0.0
173,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,81.79,Text_IoT,0.0,0.0
174,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.53,0,78.18,Text_IoT,0.0,0.0
175,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.01,19.52,0,75.62,Text_IoT,0.0,0.0
176,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,104.75,Text_IoT,0.0,0.0
177,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,115.13,Text_IoT,0.0,0.0
178,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,119.81,Text_IoT,0.0,0.0
179,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,105.71,Text_IoT,0.0,0.0
180,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,84.29,Text_IoT,0.0,0.0
181,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,99.83,Text_IoT,0.0,0.0
182,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.52,0,88.1,Text_IoT,0.0,0.0
183,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.58,0,117.43,Text_IoT,0.0,0.0
184,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,141.63,Text_IoT,0.0,0.0
185,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,105.0,Text_IoT,0.0,0.0
186,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,88.96,Text_IoT,0.0,0.0
187,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.06,19.59,0,77.72,Text_IoT,0.0,0.0
188,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,102.44,Text_IoT,0.0,0.0
189,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.08,19.62,0,99.81,Text_IoT,0.0,0.0
190,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.02,19.54,0,113.77,Text_IoT,0.0,0.0
191,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,104.66,Text_IoT,0.0,0.0
192,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.03,19.55,0,98.29,Text_IoT,0.0,0.0
193,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,115.42,Text_IoT,0.0,0.0
194,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.09,19.63,0,87.64,Text_IoT,0.0,0.0
195,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.82,17.82,0,87.5,Text_IoT,0.0,0.0
196,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,90.28,Text_IoT,0.0,0.0
197,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,115.29,Text_IoT,0.0,0.0
198,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,104.4,Text_IoT,0.0,0.0
199,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,105.34,Text_IoT,0.0,0.0
200,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,88.69,Text_IoT,0.0,0.0
201,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,70.34,Text_IoT,0.0,0.0
202,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,73.13,Text_IoT,0.0,0.0
203,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,89.38,Text_IoT,0.0,0.0
204,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.58,1,118.52,Text_IoT,0.0,0.0
205,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.74,17.74,0,103.19,Text_IoT,0.0,0.0
206,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,94.17,Text_IoT,0.0,0.0
207,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.85,17.85,0,171.14,Text_IoT,0.0,0.0
208,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.57,0,94.51,Text_IoT,0.0,0.0
209,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,82.65,Text_IoT,0.0,0.0
210,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.05,19.58,0,113.92,Text_IoT,0.0,0.0
211,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,98.93,Text_IoT,0.0,0.0
212,AutoBot_Text_IoT,Text_IoT_data.bin,Hybrid PQC,3.04,19.55,0,114.7,Text_IoT,0.0,0.0
213,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.85,17.85,0,116.0,Text_IoT,0.0,0.0
214,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,103.07,Text_IoT,0.0,0.0
215,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,106.75,Text_IoT,0.0,0.0
216,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,89.8,Text_IoT,0.0,0.0
217,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,117.8,Text_IoT,0.0,0.0
218,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.8,17.8,0,98.27,Text_IoT,0.0,0.0
219,AutoBot_Text_IoT,Text_IoT_data.bin,Standard AES,2.77,17.77,0,104.7,Text_IoT,0.0,0.0
